state,year,area,production,yield,crop
Andhra Pradesh,2008,251355.0,1958468.0,7.79,maize
Andhra Pradesh,2009,213352.0,1395168.0,6.54,maize
Andhra Pradesh,2010,233420.0,1884455.0,8.07,maize
Andhra Pradesh,2011,272375.0,1763204.0,6.47,maize
Andhra Pradesh,2012,308000.0,1909000.0,6.2,maize
Andhra Pradesh,2013,352115.0,2213485.0,6.29,maize
Andhra Pradesh,2014,303326.0,1938073.0,6.39,maize
Andhra Pradesh,2015,232645.0,1411687.0,6.07,maize
Andhra Pradesh,2016,250279.0,1652901.0,6.6,maize
Andhra Pradesh,2017,336540.0,2325904.0,6.91,maize
Andhra Pradesh,2018,266223.0,1563159.0,5.87,maize
Andhra Pradesh,2019,300691.0,2121220.0,7.05,maize
Andhra Pradesh,2020,301414.0,1783823.0,5.92,maize
Andhra Pradesh,2021,341941.0,1897337.0,5.55,maize
Andhra Pradesh,2022,385308.0,2750492.0,7.14,maize
Arunachal Pradesh,1997,34504.0,50025.0,1.45,maize
Arunachal Pradesh,1998,36244.0,47022.0,1.3,maize
Arunachal Pradesh,1999,35637.0,48328.0,1.36,maize
Arunachal Pradesh,2000,38429.0,52297.0,1.36,maize
Arunachal Pradesh,2001,38577.0,52511.0,1.36,maize
Arunachal Pradesh,2002,40548.0,55941.0,1.38,maize
Arunachal Pradesh,2003,38605.0,54510.0,1.41,maize
Arunachal Pradesh,2004,37800.0,54985.0,1.45,maize
Arunachal Pradesh,2005,41853.0,57898.0,1.38,maize
Arunachal Pradesh,2006,46281.0,63524.0,1.37,maize
Arunachal Pradesh,2007,42736.0,57430.0,1.34,maize
Arunachal Pradesh,2008,42897.0,58830.0,1.37,maize
Arunachal Pradesh,2009,43630.0,60144.0,1.38,maize
Arunachal Pradesh,2010,45061.0,64714.0,1.44,maize
Arunachal Pradesh,2011,46500.0,68500.0,1.47,maize
Arunachal Pradesh,2012,47486.0,68192.0,1.44,maize
Arunachal Pradesh,2013,47018.0,68978.0,1.47,maize
Arunachal Pradesh,2014,48000.0,75000.0,1.56,maize
Arunachal Pradesh,2015,48800.0,75226.0,1.54,maize
Arunachal Pradesh,2016,50300.0,75450.0,1.5,maize
Arunachal Pradesh,2017,50797.0,77216.0,1.52,maize
Arunachal Pradesh,2018,51000.0,78030.0,1.53,maize
Arunachal Pradesh,2019,51100.0,79205.0,1.55,maize
Arunachal Pradesh,2020,51151.0,80307.0,1.57,maize
Arunachal Pradesh,2021,54215.0,85399.0,1.58,maize
Arunachal Pradesh,2022,54643.0,86281.0,1.58,maize
Assam,1997,19216.0,14721.0,0.77,maize
Assam,1998,19810.0,13965.0,0.7,maize
Assam,1999,19708.0,14056.0,0.71,maize
Assam,2000,20241.0,14616.0,0.72,maize
Assam,2001,19600.0,13940.0,0.71,maize
Assam,2002,19812.0,14194.0,0.72,maize
Assam,2003,19569.0,14051.0,0.72,maize
Assam,2005,18969.0,13745.0,0.72,maize
Assam,2006,18657.0,13557.0,0.73,maize
Assam,2007,18362.0,13317.0,0.73,maize
Assam,2008,17382.0,12619.0,0.73,maize
Assam,2009,19481.0,13981.0,0.72,maize
Assam,2010,19772.0,14110.0,0.71,maize
Assam,2011,21297.0,17075.0,0.8,maize
Assam,2012,23695.0,21258.0,0.9,maize
Assam,2013,24068.0,76998.0,3.2,maize
Assam,2014,27953.0,93179.0,3.33,maize
Assam,2015,28420.0,87175.0,3.07,maize
Assam,2016,31333.0,91219.0,2.91,maize
Assam,2017,31537.0,98783.0,3.13,maize
Assam,2018,32264.0,105003.0,3.25,maize
Assam,2019,36636.0,128036.0,3.49,maize
Assam,2020,41154.0,147902.0,3.59,maize
Assam,2021,42922.0,170180.0,3.96,maize
Assam,2022,105722.0,429003.0,4.06,maize
Bihar,1997,604276.0,1201078.0,1.99,maize
Bihar,1998,618812.0,1183816.0,1.91,maize
Bihar,1999,638414.0,1426694.0,2.23,maize
Bihar,2000,620505.0,1487309.0,2.4,maize
Bihar,2001,582056.0,1407367.0,2.42,maize
Bihar,2002,603605.0,1381082.0,2.29,maize
Bihar,2003,616430.0,1473570.0,2.39,maize
Bihar,2004,617254.0,1529273.0,2.48,maize
Bihar,2005,664274.0,1519842.0,2.29,maize
Bihar,2006,641215.0,1755949.0,2.74,maize
Bihar,2007,659301.0,1802862.0,2.73,maize
Bihar,2008,640473.0,1715346.0,2.68,maize
Bihar,2009,640703.0,1544446.0,2.41,maize
Bihar,2010,653702.0,2108196.0,3.23,maize
Bihar,2011,696833.0,2557063.0,3.67,maize
Bihar,2012,693336.0,2755954.0,3.97,maize
Bihar,2013,732339.0,2904237.0,3.97,maize
Bihar,2014,706518.0,2478745.0,3.51,maize
Bihar,2015,704955.0,2517100.0,3.57,maize
Bihar,2016,720910.0,3845700.0,5.33,maize
Bihar,2017,677446.0,3120772.0,4.61,maize
Bihar,2018,669478.0,3193911.0,4.77,maize
Bihar,2019,673138.0,3495400.0,5.19,maize
Bihar,2020,673395.0,3521410.0,5.23,maize
Bihar,2021,662853.0,3470944.0,5.24,maize
Bihar,2022,748102.0,4829388.0,6.46,maize
Chandigarh,1998,380.0,1330.0,3.5,maize
Chandigarh,1999,325.0,810.0,2.49,maize
Chandigarh,2000,200.0,500.0,2.5,maize
Chandigarh,2001,200.0,450.0,2.25,maize
Chandigarh,2002,200.0,450.0,2.25,maize
Chandigarh,2003,100.0,200.0,2.0,maize
Chandigarh,2004,60.0,120.0,2.0,maize
Chandigarh,2005,20.0,40.0,2.0,maize
Chandigarh,2006,20.0,40.0,2.0,maize
Chandigarh,2007,20.0,40.0,2.0,maize
Chandigarh,2008,60.0,125.0,2.08,maize
Chandigarh,2009,30.0,65.0,2.17,maize
Chandigarh,2010,25.0,55.0,2.2,maize
Chandigarh,2011,25.0,55.0,2.2,maize
Chandigarh,2012,25.0,57.0,2.28,maize
Chandigarh,2013,25.0,57.0,2.28,maize
Chandigarh,2014,25.0,50.0,2.0,maize
Chandigarh,2015,20.0,40.0,2.0,maize
Chandigarh,2019,8.0,24.0,3.0,maize
Chandigarh,2020,8.0,24.0,3.0,maize
Chandigarh,2021,9.0,26.0,2.89,maize
Chandigarh,2022,10.0,30.0,3.0,maize
Chhattisgarh,1997,84400.0,100600.0,1.19,maize
Chhattisgarh,1998,91600.0,136100.0,1.49,maize
Chhattisgarh,1999,89663.0,148604.0,1.66,maize
Chhattisgarh,2000,93364.0,125668.0,1.35,maize
Chhattisgarh,2001,93820.0,69708.0,0.74,maize
Chhattisgarh,2002,93955.0,122611.0,1.3,maize
Chhattisgarh,2003,98575.0,135048.0,1.37,maize
Chhattisgarh,2004,97851.0,139927.0,1.43,maize
Chhattisgarh,2005,101587.0,109598.0,1.08,maize
Chhattisgarh,2006,100145.0,123489.0,1.23,maize
Chhattisgarh,2007,100591.0,157130.0,1.56,maize
Chhattisgarh,2008,99375.0,139844.0,1.41,maize
Chhattisgarh,2009,101721.0,145368.0,1.43,maize
Chhattisgarh,2010,104861.0,190489.0,1.82,maize
Chhattisgarh,2011,107435.0,177805.0,1.66,maize
Chhattisgarh,2012,116839.0,225109.0,1.93,maize
Chhattisgarh,2013,123590.0,254484.0,2.06,maize
Chhattisgarh,2014,125074.0,235014.0,1.88,maize
Chhattisgarh,2015,126356.0,237676.0,1.88,maize
Chhattisgarh,2016,120547.0,309324.0,2.57,maize
Chhattisgarh,2017,119617.0,306937.0,2.57,maize
Chhattisgarh,2018,118047.0,303145.0,2.57,maize
Chhattisgarh,2019,130433.0,406821.0,3.12,maize
Chhattisgarh,2020,147172.0,522755.0,3.55,maize
Chhattisgarh,2021,132301.0,430904.0,3.26,maize
Chhattisgarh,2022,139183.0,489237.0,3.52,maize
Dadra and Nagar Haveli,1998,16.0,10.0,0.63,maize
Dadra and Nagar Haveli,2000,20.0,20.0,1.0,maize
Dadra and Nagar Haveli,2001,19.0,20.0,1.05,maize
Dadra and Nagar Haveli,2002,57.0,60.0,1.05,maize
Dadra and Nagar Haveli,2003,100.0,105.0,1.05,maize
Dadra and Nagar Haveli,2004,100.0,110.0,1.1,maize
Dadra and Nagar Haveli,2005,100.0,110.0,1.1,maize
Dadra and Nagar Haveli,2006,150.0,125.0,0.83,maize
Dadra and Nagar Haveli,2010,100.0,100.0,1.0,maize
Dadra and Nagar Haveli,2011,110.0,110.0,1.0,maize
Dadra and Nagar Haveli,2012,110.0,110.0,1.0,maize
Dadra and Nagar Haveli,2013,110.0,110.0,1.0,maize
Dadra and Nagar Haveli,2014,110.0,110.0,1.0,maize
Dadra and Nagar Haveli,2015,103.0,99.0,0.96,maize
Dadra and Nagar Haveli,2016,4.0,4.0,1.0,maize
Dadra and Nagar Haveli,2017,108.0,119.0,1.1,maize
Dadra and Nagar Haveli,2018,4.0,4.0,1.0,maize
Dadra and Nagar Haveli,2019,4.0,4.0,1.0,maize
Delhi,2008,54.0,99.0,1.83,maize
Delhi,2009,48.0,1054.0,21.96,maize
Delhi,2010,40.0,878.0,21.95,maize
Delhi,2011,38.0,843.0,22.18,maize
Delhi,2012,37.0,828.0,22.38,maize
Delhi,2013,37.0,828.0,22.38,maize
Delhi,2014,35.0,783.0,22.37,maize
Delhi,2015,34.0,174.0,5.12,maize
Delhi,2016,34.0,174.0,5.12,maize
Delhi,2017,36.0,174.0,4.83,maize
Delhi,2018,20.0,102.0,5.1,maize
Delhi,2019,20.0,102.0,5.1,maize
Gujarat,1997,399800.0,659000.0,1.65,maize
Gujarat,1998,408300.0,696000.0,1.7,maize
Gujarat,1999,391000.0,504000.0,1.29,maize
Gujarat,2000,382900.0,288500.0,0.75,maize
Gujarat,2001,443500.0,884600.0,1.99,maize
Gujarat,2002,464500.0,792600.0,1.71,maize
Gujarat,2003,484400.0,831900.0,1.72,maize
Gujarat,2004,459500.0,412500.0,0.9,maize
Gujarat,2005,456900.0,722400.0,1.58,maize
Gujarat,2006,447700.0,201700.0,0.45,maize
Gujarat,2007,424000.0,583100.0,1.38,maize
Gujarat,2008,418900.0,602600.0,1.44,maize
Gujarat,2009,411700.0,396600.0,0.96,maize
Gujarat,2010,565500.0,978100.0,1.73,maize
Gujarat,2011,515900.0,786600.0,1.52,maize
Gujarat,2012,457800.0,790400.0,1.73,maize
Gujarat,2013,432423.0,632151.0,1.46,maize
Gujarat,2014,394342.0,568806.0,1.44,maize
Gujarat,2015,391921.0,608511.0,1.55,maize
Gujarat,2016,449859.0,840661.0,1.87,maize
Gujarat,2017,399984.0,714740.0,1.79,maize
Gujarat,2018,409224.0,801898.0,1.96,maize
Gujarat,2019,438361.0,796207.0,1.82,maize
Gujarat,2020,388919.0,667511.0,1.72,maize
Gujarat,2021,390516.0,816091.0,2.09,maize
Gujarat,2022,400689.0,857256.0,2.14,maize
Haryana,1997,26000.0,50000.0,1.92,maize
Haryana,1998,20117.0,39000.0,1.94,maize
Haryana,1999,20078.0,48000.0,2.39,maize
Haryana,2000,15429.0,34000.0,2.2,maize
Haryana,2001,17944.0,47000.0,2.62,maize
Haryana,2002,15886.0,29000.0,1.83,maize
Haryana,2003,16570.0,41000.0,2.47,maize
Haryana,2004,15768.0,39000.0,2.47,maize
Haryana,2005,17469.0,36000.0,2.06,maize
Haryana,2006,13412.0,30000.0,2.24,maize
Haryana,2007,13777.0,37000.0,2.69,maize
Haryana,2008,11769.0,25200.0,2.14,maize
Haryana,2009,12199.0,26000.0,2.13,maize
Haryana,2010,9662.0,19000.0,1.97,maize
Haryana,2011,11045.0,30000.0,2.72,maize
Haryana,2012,9878.0,26000.0,2.63,maize
Haryana,2013,8000.0,24000.0,3.0,maize
Haryana,2014,9000.0,18000.0,2.0,maize
Haryana,2015,5800.0,17900.0,3.09,maize
Haryana,2016,6300.0,19500.0,3.1,maize
Haryana,2017,6600.0,20600.0,3.12,maize
Haryana,2018,5900.0,15600.0,2.64,maize
Haryana,2019,6050.0,17290.0,2.86,maize
Haryana,2020,9290.0,27620.0,2.97,maize
Haryana,2021,9189.0,29670.0,3.23,maize
Haryana,2022,4810.0,16010.0,3.33,maize
Himachal Pradesh,1998,300976.0,662272.0,2.2,maize
Himachal Pradesh,1999,299906.0,681424.0,2.27,maize
Himachal Pradesh,2000,298052.0,683642.0,2.29,maize
Himachal Pradesh,2001,301282.0,668228.0,2.22,maize
Himachal Pradesh,2002,299801.0,483333.0,1.61,maize
Himachal Pradesh,2003,298467.0,729571.0,2.44,maize
Himachal Pradesh,2004,297887.0,636294.0,2.14,maize
Himachal Pradesh,2005,295351.0,543061.0,1.84,maize
Himachal Pradesh,2006,299037.0,695376.0,2.33,maize
Himachal Pradesh,2007,300150.0,682615.0,2.27,maize
Himachal Pradesh,2008,297718.0,676644.0,2.27,maize
Himachal Pradesh,2009,290199.0,530224.0,1.83,maize
Himachal Pradesh,2010,281664.0,641530.0,2.28,maize
Himachal Pradesh,2011,290241.0,612701.0,2.11,maize
Himachal Pradesh,2012,275973.0,605082.0,2.19,maize
Himachal Pradesh,2013,291960.0,594280.0,2.04,maize
Himachal Pradesh,2014,289204.0,503715.0,1.74,maize
Himachal Pradesh,2015,280811.0,708527.0,2.52,maize
Himachal Pradesh,2016,262595.0,483441.0,1.84,maize
Himachal Pradesh,2017,280811.0,711114.0,2.53,maize
Himachal Pradesh,2018,286780.0,725553.0,2.53,maize
Himachal Pradesh,2019,287444.0,744603.0,2.59,maize
Himachal Pradesh,2020,267407.0,725014.0,2.71,maize
Himachal Pradesh,2021,262994.0,781204.0,2.97,maize
Himachal Pradesh,2022,255539.0,708415.0,2.77,maize
Jammu and Kashmir,1997,310883.0,440900.0,1.42,maize
Jammu and Kashmir,1998,317439.0,5325.0,0.02,maize
Jammu and Kashmir,1999,317324.0,471210.0,1.48,maize
Jammu and Kashmir,2000,330208.0,525800.0,1.59,maize
Jammu and Kashmir,2001,326476.0,538070.0,1.65,maize
Jammu and Kashmir,2002,329465.0,465090.0,1.41,maize
Jammu and Kashmir,2003,321189.0,532620.0,1.66,maize
Jammu and Kashmir,2004,322699.0,492270.0,1.53,maize
Jammu and Kashmir,2005,320924.0,453450.0,1.41,maize
Jammu and Kashmir,2006,323598.0,486900.0,1.5,maize
Jammu and Kashmir,2007,302445.0,474494.0,1.57,maize
Jammu and Kashmir,2009,311022.0,486988.0,1.57,maize
Jammu and Kashmir,2010,308215.0,527690.0,1.71,maize
Jammu and Kashmir,2011,314034.0,504995.0,1.61,maize
Jammu and Kashmir,2012,310909.0,512296.0,1.65,maize
Jammu and Kashmir,2014,297496.0,359960.0,1.21,maize
Jammu and Kashmir,2015,293858.0,523609.0,1.78,maize
Jammu and Kashmir,2016,295174.0,541120.0,1.83,maize
Jammu and Kashmir,2017,302516.0,546169.0,1.81,maize
Jammu and Kashmir,2018,262353.0,574380.0,2.19,maize
Jammu and Kashmir,2019,268669.0,541451.0,2.02,maize
Jharkhand,1997,96160.0,108442.0,1.13,maize
Jharkhand,1998,92287.0,118569.0,1.28,maize
Jharkhand,1999,99709.0,134674.0,1.35,maize
Jharkhand,2002,62780.0,74310.0,1.18,maize
Jharkhand,2003,89592.0,136370.0,1.52,maize
Jharkhand,2004,92036.0,133581.0,1.45,maize
Jharkhand,2005,74754.0,77410.0,1.04,maize
Jharkhand,2006,75713.0,116029.0,1.53,maize
Jharkhand,2007,76327.0,93851.0,1.23,maize
Jharkhand,2008,72914.0,77225.0,1.06,maize
Jharkhand,2009,60448.0,54087.0,0.89,maize
Jharkhand,2011,65931.0,92140.0,1.4,maize
Jharkhand,2012,93589.0,118472.0,1.27,maize
Jharkhand,2013,85854.0,136388.0,1.59,maize
Jharkhand,2014,106524.0,230750.0,2.17,maize
Jharkhand,2015,118741.0,115121.0,0.97,maize
Jharkhand,2016,124673.0,270738.0,2.17,maize
Jharkhand,2017,294698.0,596732.0,2.02,maize
Jharkhand,2018,261089.0,455316.0,1.74,maize
Jharkhand,2019,256771.0,510928.0,1.99,maize
Jharkhand,2020,298149.0,651837.0,2.19,maize
Jharkhand,2021,284749.0,635251.0,2.23,maize
Jharkhand,2022,240053.0,458372.0,1.91,maize
Karnataka,1997,561371.0,1510957.0,2.69,maize
Karnataka,1998,512368.0,1671292.0,3.26,maize
Karnataka,1999,606387.0,1603392.0,2.64,maize
Karnataka,2000,668855.0,2135644.0,3.19,maize
Karnataka,2001,580035.0,1451587.0,2.5,maize
Karnataka,2002,649544.0,1342942.0,2.07,maize
Karnataka,2003,618173.0,1209900.0,1.96,maize
Karnataka,2004,850369.0,2509349.0,2.95,maize
Karnataka,2005,935854.0,2806523.0,3.0,maize
Karnataka,2006,960532.0,2641529.0,2.75,maize
Karnataka,2007,1112797.0,3276031.0,2.94,maize
Karnataka,2008,1068302.0,2956302.0,2.77,maize
Karnataka,2009,1240477.0,2924996.0,2.36,maize
Karnataka,2010,1286436.0,4334623.0,3.37,maize
Karnataka,2011,1349384.0,3887917.0,2.88,maize
Karnataka,2012,1321634.0,3475973.0,2.63,maize
Karnataka,2013,1377168.0,4356364.0,3.16,maize
Karnataka,2014,1337084.0,4213579.0,3.15,maize
Karnataka,2015,1220291.0,3310473.0,2.71,maize
Karnataka,2016,1370203.0,3314286.0,2.42,maize
Karnataka,2017,1307008.0,5610665.0,4.29,maize
Karnataka,2018,1409290.0,3792811.0,2.69,maize
Karnataka,2019,1500391.0,4745711.0,3.16,maize
Karnataka,2020,1727010.0,6371700.0,3.69,maize
Karnataka,2021,1717192.0,5628170.0,3.28,maize
Karnataka,2022,1912435.0,5911690.0,3.09,maize
Kerala,2012,180.0,15.0,0.08,maize
Kerala,2013,51.0,71.0,1.39,maize
Kerala,2014,67.0,69.0,1.03,maize
Kerala,2015,59.0,74.0,1.25,maize
Kerala,2016,65.0,68.0,1.05,maize
Kerala,2017,71.0,159.0,2.26,maize
Kerala,2018,104.0,144.0,1.38,maize
Kerala,2019,113.0,140.0,1.24,maize
Kerala,2020,108.0,117.0,1.09,maize
Kerala,2021,83.0,217.0,2.61,maize
Kerala,2022,88.0,259.0,2.93,maize
Madhya Pradesh,1997,723900.0,984800.0,1.36,maize
Madhya Pradesh,1998,706000.0,1035500.0,1.47,maize
Madhya Pradesh,1999,756793.0,1212065.0,1.6,maize
Madhya Pradesh,2000,829299.0,1209947.0,1.46,maize
Madhya Pradesh,2001,843065.0,1672641.0,1.98,maize
Madhya Pradesh,2002,848970.0,1486546.0,1.75,maize
Madhya Pradesh,2003,898618.0,1858342.0,2.07,maize
Madhya Pradesh,2004,873546.0,1222964.0,1.4,maize
Madhya Pradesh,2005,852591.0,1240520.0,1.46,maize
Madhya Pradesh,2006,879420.0,846002.0,0.96,maize
Madhya Pradesh,2007,841830.0,1111216.0,1.32,maize
Madhya Pradesh,2008,826722.0,1131782.0,1.37,maize
Madhya Pradesh,2009,812456.0,1018820.0,1.25,maize
Madhya Pradesh,2010,837865.0,1332205.0,1.59,maize
Madhya Pradesh,2011,848894.0,1316635.0,1.55,maize
Madhya Pradesh,2012,854518.0,2380688.0,2.79,maize
Madhya Pradesh,2013,851639.0,1486110.0,1.74,maize
Madhya Pradesh,2014,1131000.0,2530000.0,2.24,maize
Madhya Pradesh,2015,1100000.0,3138000.0,2.85,maize
Madhya Pradesh,2016,1264000.0,4300000.0,3.4,maize
Madhya Pradesh,2017,1352160.0,4812570.0,3.56,maize
Madhya Pradesh,2018,1256645.0,4090669.0,3.26,maize
Madhya Pradesh,2019,1537098.0,4489580.0,2.92,maize
Madhya Pradesh,2020,1456477.0,4431904.0,3.04,maize
Madhya Pradesh,2021,1400350.0,4607976.0,3.29,maize
Madhya Pradesh,2022,1448023.0,4621042.0,3.19,maize
Maharashtra,1997,240921.0,317295.0,1.32,maize
Maharashtra,1998,270100.0,505500.0,1.87,maize
Maharashtra,1999,263869.0,414473.0,1.57,maize
Maharashtra,2000,328700.0,303600.0,0.92,maize
Maharashtra,2001,326100.0,586910.0,1.8,maize
Maharashtra,2002,371200.0,743300.0,2.0,maize
Maharashtra,2003,369700.0,752100.0,2.03,maize
Maharashtra,2004,431600.0,757800.0,1.76,maize
Maharashtra,2005,469500.0,988800.0,2.11,maize
Maharashtra,2006,580200.0,1150000.0,1.98,maize
Maharashtra,2007,671500.0,1789800.0,2.67,maize
Maharashtra,2008,645500.0,1544200.0,2.39,maize
Maharashtra,2009,794500.0,1828000.0,2.3,maize
Maharashtra,2010,890500.0,2602000.0,2.92,maize
Maharashtra,2011,877300.0,2457600.0,2.8,maize
Maharashtra,2012,821900.0,1826400.0,2.22,maize
Maharashtra,2013,946500.0,3123800.0,3.3,maize
Maharashtra,2014,1076200.0,2201200.0,2.05,maize
Maharashtra,2015,1066890.0,1659870.0,1.56,maize
Maharashtra,2016,1053425.0,3328691.0,3.16,maize
Maharashtra,2017,1063526.0,3125403.0,2.94,maize
Maharashtra,2018,926507.0,1765394.0,1.91,maize
Maharashtra,2019,1126657.0,1959989.0,1.74,maize
Maharashtra,2020,1203134.0,3588035.0,2.98,maize
Maharashtra,2021,1251030.0,3584951.0,2.87,maize
Maharashtra,2022,1313836.0,3888162.0,2.96,maize
Manipur,1997,6.0,23.0,3.83,maize
Manipur,1998,2960.0,10090.0,3.41,maize
Manipur,1999,4340.0,10710.0,2.47,maize
Manipur,2000,4670.0,10860.0,2.33,maize
Manipur,2001,5060.0,10090.0,1.99,maize
Manipur,2002,3540.0,8270.0,2.34,maize
Manipur,2003,2340.0,7530.0,3.22,maize
Manipur,2004,3220.0,8900.0,2.76,maize
Manipur,2005,2850.0,7940.0,2.79,maize
Manipur,2006,3340.0,8270.0,2.48,maize
Manipur,2007,2960.0,8450.0,2.85,maize
Manipur,2008,20230.0,35380.0,1.75,maize
Manipur,2009,31800.0,57120.0,1.8,maize
Manipur,2010,22370.0,41510.0,1.86,maize
Manipur,2011,24850.0,46000.0,1.85,maize
Manipur,2012,19440.0,44470.0,2.29,maize
Manipur,2013,25900.0,57940.0,2.24,maize
Manipur,2014,26190.0,58750.0,2.24,maize
Manipur,2015,26720.0,61560.0,2.3,maize
Manipur,2016,26800.0,58800.0,2.19,maize
Manipur,2017,26930.0,63090.0,2.34,maize
Manipur,2018,26380.0,58160.0,2.2,maize
Manipur,2019,2217.0,4940.0,2.23,maize
Manipur,2020,2793.0,5431.0,1.94,maize
Manipur,2021,22470.0,50920.0,2.27,maize
Manipur,2022,25480.0,56560.0,2.22,maize
Meghalaya,1997,17175.0,24878.0,1.45,maize
Meghalaya,1998,17219.0,25272.0,1.47,maize
Meghalaya,1999,16637.0,24051.0,1.45,maize
Meghalaya,2000,16906.0,24250.0,1.43,maize
Meghalaya,2001,16866.0,25247.0,1.5,maize
Meghalaya,2002,16922.0,25879.0,1.53,maize
Meghalaya,2003,16900.0,25929.0,1.53,maize
Meghalaya,2004,16875.0,24000.0,1.42,maize
Meghalaya,2005,16898.0,24424.0,1.45,maize
Meghalaya,2006,17039.0,25334.0,1.49,maize
Meghalaya,2007,17048.0,25138.0,1.47,maize
Meghalaya,2008,17117.0,25716.0,1.5,maize
Meghalaya,2009,17209.0,26167.0,1.52,maize
Meghalaya,2010,17276.0,26500.0,1.53,maize
Meghalaya,2011,17303.0,26939.0,1.56,maize
Meghalaya,2012,18015.0,38732.0,2.15,maize
Meghalaya,2013,18025.0,39655.0,2.2,maize
Meghalaya,2014,18037.0,40764.0,2.26,maize
Meghalaya,2015,18056.0,41242.0,2.28,maize
Meghalaya,2016,18128.0,41543.0,2.29,maize
Meghalaya,2017,18152.0,41624.0,2.29,maize
Meghalaya,2018,18163.0,41667.0,2.29,maize
Meghalaya,2019,18174.0,41760.0,2.3,maize
Meghalaya,2020,18185.0,41826.0,2.3,maize
Meghalaya,2021,18196.0,41892.0,2.3,maize
Meghalaya,2022,19482.0,44131.0,2.27,maize
Mizoram,1997,8260.0,16499.0,2.0,maize
Mizoram,1998,8681.0,16589.0,1.91,maize
Mizoram,1999,5277.0,9702.0,1.84,maize
Mizoram,2000,6643.0,16436.0,2.47,maize
Mizoram,2001,7377.0,16645.0,2.26,maize
Mizoram,2002,7489.0,14879.0,1.99,maize
Mizoram,2003,10481.0,20282.0,1.94,maize
Mizoram,2004,10504.0,19787.0,1.88,maize
Mizoram,2005,11742.0,22703.0,1.93,maize
Mizoram,2006,10775.0,20969.0,1.95,maize
Mizoram,2007,7328.0,729.0,0.1,maize
Mizoram,2008,9558.0,9318.0,0.97,maize
Mizoram,2009,8551.0,11510.0,1.35,maize
Mizoram,2010,9005.0,13500.0,1.5,maize
Mizoram,2011,6905.0,8398.0,1.22,maize
Mizoram,2012,6175.0,8064.0,1.31,maize
Mizoram,2013,5793.0,8221.0,1.42,maize
Mizoram,2014,5695.0,8624.0,1.51,maize
Mizoram,2015,5877.0,10295.0,1.75,maize
Mizoram,2016,5779.0,8911.0,1.54,maize
Mizoram,2017,5979.0,9470.0,1.58,maize
Mizoram,2018,6163.0,10970.0,1.78,maize
Mizoram,2019,6353.0,11668.0,1.84,maize
Mizoram,2020,6946.0,12556.0,1.81,maize
Mizoram,2021,6645.0,11316.0,1.7,maize
Mizoram,2022,11546.0,19322.0,1.67,maize
Nagaland,1997,30000.0,30000.0,1.0,maize
Nagaland,1998,30000.0,37000.0,1.23,maize
Nagaland,1999,32050.0,42350.0,1.32,maize
Nagaland,2000,35000.0,52500.0,1.5,maize
Nagaland,2001,45000.0,90000.0,2.0,maize
Nagaland,2002,40000.0,80000.0,2.0,maize
Nagaland,2003,45140.0,78260.0,1.73,maize
Nagaland,2004,46400.0,83500.0,1.8,maize
Nagaland,2005,51600.0,92880.0,1.8,maize
Nagaland,2006,64700.0,108340.0,1.67,maize
Nagaland,2007,63640.0,115330.0,1.81,maize
Nagaland,2008,64400.0,115920.0,1.8,maize
Nagaland,2009,68100.0,73190.0,1.07,maize
Nagaland,2010,68430.0,134000.0,1.96,maize
Nagaland,2011,68520.0,134300.0,1.96,maize
Nagaland,2012,68670.0,134650.0,1.96,maize
Nagaland,2013,68780.0,135440.0,1.97,maize
Nagaland,2014,68820.0,135940.0,1.98,maize
Nagaland,2015,68910.0,136360.0,1.98,maize
Nagaland,2016,68960.0,136540.0,1.98,maize
Nagaland,2017,69010.0,136780.0,1.98,maize
Nagaland,2018,69070.0,136900.0,1.98,maize
Nagaland,2019,69130.0,137160.0,1.98,maize
Nagaland,2020,69190.0,137530.0,1.99,maize
Nagaland,2021,40554.0,63475.0,1.57,maize
Nagaland,2022,44412.0,88931.0,2.0,maize
Odisha,1997,52657.0,64445.0,1.22,maize
Odisha,1998,50923.0,66353.0,1.3,maize
Odisha,1999,173600.0,216650.0,1.25,maize
Odisha,2000,54371.0,68865.0,1.27,maize
Odisha,2001,51428.0,46655.0,0.91,maize
Odisha,2002,43100.0,42399.0,0.98,maize
Odisha,2003,69309.0,96925.0,1.4,maize
Odisha,2004,62338.0,102283.0,1.64,maize
Odisha,2005,63587.0,101900.0,1.6,maize
Odisha,2006,61270.0,102836.0,1.68,maize
Odisha,2007,74069.0,147167.0,1.99,maize
Odisha,2008,67017.0,134687.0,2.01,maize
Odisha,2009,81158.0,175010.0,2.16,maize
Odisha,2010,117176.0,298811.0,2.55,maize
Odisha,2011,102862.0,212187.0,2.06,maize
Odisha,2012,94481.0,227469.0,2.41,maize
Odisha,2013,95130.0,263627.0,2.77,maize
Odisha,2014,91664.0,188199.0,2.05,maize
Odisha,2015,55587.0,110977.0,2.0,maize
Odisha,2016,72390.0,204666.0,2.83,maize
Odisha,2017,46942.0,117949.0,2.51,maize
Odisha,2018,52048.0,120957.0,2.32,maize
Odisha,2019,65070.0,189011.0,2.9,maize
Odisha,2020,77926.0,226639.0,2.91,maize
Odisha,2021,102435.0,284716.0,2.78,maize
Odisha,2022,84293.0,251240.0,2.98,maize
Punjab,1997,165000.0,345000.0,2.09,maize
Punjab,1998,154000.0,352000.0,2.29,maize
